level_0,index,word1,word2,answer,labels,text,kFold
0,0,鳥,飛行機,飛ぶ,2,鳥[SEP]飛行機[SEP]飛ぶ,7
1,1,鳥,飛行機,空を飛ぶ,2,鳥[SEP]飛行機[SEP]空を飛ぶ,7
2,2,鳥,飛行機,空を飛ぶことができる,2,鳥[SEP]飛行機[SEP]空を飛ぶことができる,7
3,3,鳥,飛行機,飛ぶことができる,2,鳥[SEP]飛行機[SEP]飛ぶことができる,7
4,4,鳥,飛行機,空中を移動する,2,鳥[SEP]飛行機[SEP]空中を移動する,7
5,5,鳥,飛行機,空中を移動することができる,2,鳥[SEP]飛行機[SEP]空中を移動することができる,7
6,6,鳥,飛行機,どちらも翼がある,1,鳥[SEP]飛行機[SEP]どちらも翼がある,7
7,7,鳥,飛行機,どちらも羽がある,1,鳥[SEP]飛行機[SEP]どちらも羽がある,7
8,8,鳥,飛行機,空で見つけられる,1,鳥[SEP]飛行機[SEP]空で見つけられる,7
9,9,鳥,飛行機,止められない,0,鳥[SEP]飛行機[SEP]止められない,7
10,10,鳥,飛行機,集合場所,0,鳥[SEP]飛行機[SEP]集合場所,7
11,11,鳥,飛行機,脳内物質を分泌させる,0,鳥[SEP]飛行機[SEP]脳内物質を分泌させる,7
12,12,鳥,飛行機,棒状,0,鳥[SEP]飛行機[SEP]棒状,7
13,13,剣,拳銃,武器,2,剣[SEP]拳銃[SEP]武器,7
14,14,剣,拳銃,対人兵器,2,剣[SEP]拳銃[SEP]対人兵器,7
15,15,剣,拳銃,武具,2,剣[SEP]拳銃[SEP]武具,7
16,16,剣,拳銃,危険だ,1,剣[SEP]拳銃[SEP]危険だ,7
17,17,剣,拳銃,持ち手がある,1,剣[SEP]拳銃[SEP]持ち手がある,7
18,18,剣,拳銃,人を傷つける,1,剣[SEP]拳銃[SEP]人を傷つける,7
19,19,剣,拳銃,攻撃するもの,1,剣[SEP]拳銃[SEP]攻撃するもの,7
20,20,剣,拳銃,殺す,1,剣[SEP]拳銃[SEP]殺す,7
21,21,剣,拳銃,殺す能力がある,1,剣[SEP]拳銃[SEP]殺す能力がある,7
22,22,剣,拳銃,身を守るもの,1,剣[SEP]拳銃[SEP]身を守るもの,7
23,23,剣,拳銃,凶器,1,剣[SEP]拳銃[SEP]凶器,7
24,24,剣,拳銃,他者を威嚇する,1,剣[SEP]拳銃[SEP]他者を威嚇する,7
25,25,剣,拳銃,取り扱いが危険,1,剣[SEP]拳銃[SEP]取り扱いが危険,7
26,26,剣,拳銃,登ることができる,0,剣[SEP]拳銃[SEP]登ることができる,7
27,27,剣,拳銃,進むのが困難,0,剣[SEP]拳銃[SEP]進むのが困難,7
28,28,剣,拳銃,行き先を塞ぐ,0,剣[SEP]拳銃[SEP]行き先を塞ぐ,7
29,29,剣,拳銃,平たい,0,剣[SEP]拳銃[SEP]平たい,7
30,30,剣,拳銃,隔てる,0,剣[SEP]拳銃[SEP]隔てる,7
31,31,剣,拳銃,頂点がある,0,剣[SEP]拳銃[SEP]頂点がある,7
32,32,みかん,ボール,円形,2,みかん[SEP]ボール[SEP]円形,7
33,33,みかん,ボール,球形,2,みかん[SEP]ボール[SEP]球形,7
34,34,みかん,ボール,球状,2,みかん[SEP]ボール[SEP]球状,7
35,35,みかん,ボール,球体,2,みかん[SEP]ボール[SEP]球体,7
36,36,みかん,ボール,丸い,1,みかん[SEP]ボール[SEP]丸い,7
37,37,みかん,ボール,縁がない,1,みかん[SEP]ボール[SEP]縁がない,7
38,38,みかん,ボール,大きさが似ている,1,みかん[SEP]ボール[SEP]大きさが似ている,7
39,39,みかん,ボール,形が似ている,1,みかん[SEP]ボール[SEP]形が似ている,7
40,40,みかん,ボール,転がる,1,みかん[SEP]ボール[SEP]転がる,7
41,41,みかん,ボール,手で持てる,1,みかん[SEP]ボール[SEP]手で持てる,7
42,42,みかん,ボール,真ん中に空白がある,0,みかん[SEP]ボール[SEP]真ん中に空白がある,7
43,43,みかん,ボール,硬い,0,みかん[SEP]ボール[SEP]硬い,7
44,44,みかん,ボール,2つの要素を合わせる,0,みかん[SEP]ボール[SEP]2つの要素を合わせる,7
45,45,みかん,ボール,探求する,0,みかん[SEP]ボール[SEP]探求する,7
46,46,みかん,ボール,人々が出逢う建物,0,みかん[SEP]ボール[SEP]人々が出逢う建物,7
47,47,太陽,電球,光を放つ,2,太陽[SEP]電球[SEP]光を放つ,7
48,48,太陽,電球,光を放出する,2,太陽[SEP]電球[SEP]光を放出する,7
49,49,太陽,電球,光を発する,2,太陽[SEP]電球[SEP]光を発する,7
50,50,太陽,電球,光をもたらす,2,太陽[SEP]電球[SEP]光をもたらす,7
51,51,太陽,電球,照らす,2,太陽[SEP]電球[SEP]照らす,7
52,52,太陽,電球,光源,2,太陽[SEP]電球[SEP]光源,7
53,53,太陽,電球,明かりとなるところ,2,太陽[SEP]電球[SEP]明かりとなるところ,7
54,54,太陽,電球,明るい,1,太陽[SEP]電球[SEP]明るい,7
55,55,太陽,電球,明るさを提供する,1,太陽[SEP]電球[SEP]明るさを提供する,7
56,56,太陽,電球,明るくできる,1,太陽[SEP]電球[SEP]明るくできる,7
57,57,太陽,電球,光り輝いている,1,太陽[SEP]電球[SEP]光り輝いている,7
58,58,太陽,電球,輝いている,1,太陽[SEP]電球[SEP]輝いている,7
59,59,太陽,電球,眩しい,1,太陽[SEP]電球[SEP]眩しい,7
60,60,太陽,電球,熱を持つ,1,太陽[SEP]電球[SEP]熱を持つ,7
61,61,太陽,電球,人々が出逢う建物,0,太陽[SEP]電球[SEP]人々が出逢う建物,7
62,62,太陽,電球,手繰り寄せる,0,太陽[SEP]電球[SEP]手繰り寄せる,7
63,63,太陽,電球,輝かしい,0,太陽[SEP]電球[SEP]輝かしい,7
64,64,太陽,電球,永遠だ,0,太陽[SEP]電球[SEP]永遠だ,7
65,65,太陽,電球,頭を使って解決できる,0,太陽[SEP]電球[SEP]頭を使って解決できる,7
66,66,太陽,電球,溺れることがある,0,太陽[SEP]電球[SEP]溺れることがある,7
67,67,太陽,電球,資産ができる,0,太陽[SEP]電球[SEP]資産ができる,7
68,68,紙,葉っぱ,平坦なシート,2,紙[SEP]葉っぱ[SEP]平坦なシート,7
69,69,紙,葉っぱ,薄いシート,2,紙[SEP]葉っぱ[SEP]薄いシート,7
70,70,紙,葉っぱ,植物,2,紙[SEP]葉っぱ[SEP]植物,7
71,71,紙,葉っぱ,木製,2,紙[SEP]葉っぱ[SEP]木製,7
72,72,紙,葉っぱ,木からできている,2,紙[SEP]葉っぱ[SEP]木からできている,7
73,73,紙,葉っぱ,食物繊維でできている,2,紙[SEP]葉っぱ[SEP]食物繊維でできている,7
74,74,紙,葉っぱ,セルロースでできている,2,紙[SEP]葉っぱ[SEP]セルロースでできている,7
75,75,紙,葉っぱ,引き裂ける,1,紙[SEP]葉っぱ[SEP]引き裂ける,7
76,76,紙,葉っぱ,千切れる,1,紙[SEP]葉っぱ[SEP]千切れる,7
77,77,紙,葉っぱ,折れ曲がる,1,紙[SEP]葉っぱ[SEP]折れ曲がる,7
78,78,紙,葉っぱ,ものを包める,1,紙[SEP]葉っぱ[SEP]ものを包める,7
79,79,紙,葉っぱ,軽い,1,紙[SEP]葉っぱ[SEP]軽い,7
80,80,紙,葉っぱ,脆い,1,紙[SEP]葉っぱ[SEP]脆い,7
81,81,紙,葉っぱ,薄い,1,紙[SEP]葉っぱ[SEP]薄い,7
82,82,紙,葉っぱ,平たい,1,紙[SEP]葉っぱ[SEP]平たい,7
83,83,紙,葉っぱ,燃えやすい,1,紙[SEP]葉っぱ[SEP]燃えやすい,7
84,84,紙,葉っぱ,書き込むことができる,1,紙[SEP]葉っぱ[SEP]書き込むことができる,7
85,85,紙,葉っぱ,連絡手段になる,1,紙[SEP]葉っぱ[SEP]連絡手段になる,7
86,86,紙,葉っぱ,トーラスに似ている,0,紙[SEP]葉っぱ[SEP]トーラスに似ている,7
87,87,紙,葉っぱ,説教する人がいる,0,紙[SEP]葉っぱ[SEP]説教する人がいる,7
88,88,紙,葉っぱ,眩しい,0,紙[SEP]葉っぱ[SEP]眩しい,7
89,89,紙,葉っぱ,どこかにつながっている,0,紙[SEP]葉っぱ[SEP]どこかにつながっている,7
90,90,紙,葉っぱ,引っかかる,0,紙[SEP]葉っぱ[SEP]引っかかる,7
91,91,紙,葉っぱ,張り巡らされている,0,紙[SEP]葉っぱ[SEP]張り巡らされている,7
92,92,紙,葉っぱ,どちらも羽がある,0,紙[SEP]葉っぱ[SEP]どちらも羽がある,7
93,93,紙,葉っぱ,貴重だ,0,紙[SEP]葉っぱ[SEP]貴重だ,7
94,94,紙,葉っぱ,依存性がある,0,紙[SEP]葉っぱ[SEP]依存性がある,7
95,95,山頂,針,先端が尖っている,2,山頂[SEP]針[SEP]先端が尖っている,7
96,96,山頂,針,尖っている,2,山頂[SEP]針[SEP]尖っている,7
97,97,山頂,針,先のとがっている,2,山頂[SEP]針[SEP]先のとがっている,7
98,98,山頂,針,凸型,2,山頂[SEP]針[SEP]凸型,7
99,99,山頂,針,とがり,2,山頂[SEP]針[SEP]とがり,7
100,100,山頂,針,鋭い,1,山頂[SEP]針[SEP]鋭い,7
101,101,山頂,針,棒状,1,山頂[SEP]針[SEP]棒状,7
102,102,山頂,針,突くことができる,1,山頂[SEP]針[SEP]突くことができる,7
103,103,山頂,針,先端が細い,1,山頂[SEP]針[SEP]先端が細い,7
104,104,山頂,針,頂点がある,1,山頂[SEP]針[SEP]頂点がある,7
105,105,山頂,針,建物,0,山頂[SEP]針[SEP]建物,7
106,106,山頂,針,飛ぶことができる,0,山頂[SEP]針[SEP]飛ぶことができる,7
107,107,山頂,針,飛ぶ,0,山頂[SEP]針[SEP]飛ぶ,7
108,108,山頂,針,継続的に通り過ぎる,0,山頂[SEP]針[SEP]継続的に通り過ぎる,7
109,109,山頂,針,続く,0,山頂[SEP]針[SEP]続く,7
110,110,道,川,交通路,2,道[SEP]川[SEP]交通路,7
111,111,道,川,小道,2,道[SEP]川[SEP]小道,7
112,112,道,川,移動できる,2,道[SEP]川[SEP]移動できる,7
113,113,道,川,進むことができる,2,道[SEP]川[SEP]進むことができる,7
114,114,道,川,渡ることができる,2,道[SEP]川[SEP]渡ることができる,7
115,115,道,川,ものを運ぶことができる,2,道[SEP]川[SEP]ものを運ぶことができる,7
116,116,道,川,交通手段,2,道[SEP]川[SEP]交通手段,7
117,117,道,川,動脈,2,道[SEP]川[SEP]動脈,7
118,118,道,川,どちらも流れる,1,道[SEP]川[SEP]どちらも流れる,7
119,119,道,川,連続する,1,道[SEP]川[SEP]連続する,7
120,120,道,川,続いている,1,道[SEP]川[SEP]続いている,7
121,121,道,川,長く続く,1,道[SEP]川[SEP]長く続く,7
122,122,道,川,長くて細い,1,道[SEP]川[SEP]長くて細い,7
123,123,道,川,どこかにつながっている,1,道[SEP]川[SEP]どこかにつながっている,7
124,124,道,川,筋になっている,1,道[SEP]川[SEP]筋になっている,7
125,125,道,川,真っ直ぐ,1,道[SEP]川[SEP]真っ直ぐ,7
126,126,道,川,幅が広い,1,道[SEP]川[SEP]幅が広い,7
127,127,道,川,曲がる,1,道[SEP]川[SEP]曲がる,7
128,128,道,川,自然にできる,1,道[SEP]川[SEP]自然にできる,7
129,129,道,川,山の間の谷にできる,1,道[SEP]川[SEP]山の間の谷にできる,7
130,130,道,川,ストレスにつながる,0,道[SEP]川[SEP]ストレスにつながる,7
131,131,道,川,2つの要素を一緒にする,0,道[SEP]川[SEP]2つの要素を一緒にする,7
132,132,道,川,建てるもの,0,道[SEP]川[SEP]建てるもの,7
133,133,道,川,制限する,0,道[SEP]川[SEP]制限する,7
134,134,道,川,遺物が収容されている,0,道[SEP]川[SEP]遺物が収容されている,7
135,135,道,川,囚われる,0,道[SEP]川[SEP]囚われる,7
136,136,道,川,先端が尖っている,0,道[SEP]川[SEP]先端が尖っている,7
137,137,道,川,殺す能力がある,0,道[SEP]川[SEP]殺す能力がある,7
138,138,道,川,首にかけられる,0,道[SEP]川[SEP]首にかけられる,7
139,139,道,川,飛ぶことができる,0,道[SEP]川[SEP]飛ぶことができる,7
140,140,愛,薬物,中毒性がある,2,愛[SEP]薬物[SEP]中毒性がある,7
141,141,愛,薬物,溺れることがある,2,愛[SEP]薬物[SEP]溺れることがある,7
142,142,愛,薬物,依存性がある,2,愛[SEP]薬物[SEP]依存性がある,7
143,143,愛,薬物,止められない,2,愛[SEP]薬物[SEP]止められない,7
144,144,愛,薬物,夢中になる,2,愛[SEP]薬物[SEP]夢中になる,7
145,145,愛,薬物,熱中させる,2,愛[SEP]薬物[SEP]熱中させる,7
146,146,愛,薬物,離れられない,2,愛[SEP]薬物[SEP]離れられない,7
147,147,愛,薬物,はまる,2,愛[SEP]薬物[SEP]はまる,7
148,148,愛,薬物,脳に影響を与える,2,愛[SEP]薬物[SEP]脳に影響を与える,7
149,149,愛,薬物,思考に影響を与える,2,愛[SEP]薬物[SEP]思考に影響を与える,7
150,150,愛,薬物,行動に影響を与える,2,愛[SEP]薬物[SEP]行動に影響を与える,7
151,151,愛,薬物,脳内物質を分泌させる,2,愛[SEP]薬物[SEP]脳内物質を分泌させる,7
152,152,愛,薬物,判断力を鈍らせる,2,愛[SEP]薬物[SEP]判断力を鈍らせる,7
153,153,愛,薬物,毒性がある,1,愛[SEP]薬物[SEP]毒性がある,7
154,154,愛,薬物,麻痺させる,1,愛[SEP]薬物[SEP]麻痺させる,7
155,155,愛,薬物,人を変える,1,愛[SEP]薬物[SEP]人を変える,7
156,156,愛,薬物,アドレナリンを与える,1,愛[SEP]薬物[SEP]アドレナリンを与える,7
157,157,愛,薬物,不合理なことをさせる,1,愛[SEP]薬物[SEP]不合理なことをさせる,7
158,158,愛,薬物,快感を与える,1,愛[SEP]薬物[SEP]快感を与える,7
159,159,愛,薬物,危険である,1,愛[SEP]薬物[SEP]危険である,7
160,160,愛,薬物,気持ちよくする,1,愛[SEP]薬物[SEP]気持ちよくする,7
