level_0,index,word1,word2,answer,labels,text,kFold
0,0,鳥,飛行機,飛ぶ,2,鳥[SEP]飛行機[SEP]飛ぶ,4
1,1,鳥,飛行機,空を飛ぶ,2,鳥[SEP]飛行機[SEP]空を飛ぶ,4
2,2,鳥,飛行機,空を飛ぶことができる,2,鳥[SEP]飛行機[SEP]空を飛ぶことができる,4
3,3,鳥,飛行機,飛ぶことができる,2,鳥[SEP]飛行機[SEP]飛ぶことができる,4
4,4,鳥,飛行機,空中を移動する,2,鳥[SEP]飛行機[SEP]空中を移動する,4
5,5,鳥,飛行機,空中を移動することができる,2,鳥[SEP]飛行機[SEP]空中を移動することができる,4
6,6,鳥,飛行機,どちらも翼がある,1,鳥[SEP]飛行機[SEP]どちらも翼がある,4
7,7,鳥,飛行機,どちらも羽がある,1,鳥[SEP]飛行機[SEP]どちらも羽がある,4
8,8,鳥,飛行機,空で見つけられる,1,鳥[SEP]飛行機[SEP]空で見つけられる,4
9,9,鳥,飛行機,止められない,0,鳥[SEP]飛行機[SEP]止められない,4
10,10,鳥,飛行機,集合場所,0,鳥[SEP]飛行機[SEP]集合場所,4
11,11,鳥,飛行機,脳内物質を分泌させる,0,鳥[SEP]飛行機[SEP]脳内物質を分泌させる,4
12,12,鳥,飛行機,棒状,0,鳥[SEP]飛行機[SEP]棒状,4
13,13,剣,拳銃,武器,2,剣[SEP]拳銃[SEP]武器,4
14,14,剣,拳銃,対人兵器,2,剣[SEP]拳銃[SEP]対人兵器,4
15,15,剣,拳銃,武具,2,剣[SEP]拳銃[SEP]武具,4
16,16,剣,拳銃,危険だ,1,剣[SEP]拳銃[SEP]危険だ,4
17,17,剣,拳銃,持ち手がある,1,剣[SEP]拳銃[SEP]持ち手がある,4
18,18,剣,拳銃,人を傷つける,1,剣[SEP]拳銃[SEP]人を傷つける,4
19,19,剣,拳銃,攻撃するもの,1,剣[SEP]拳銃[SEP]攻撃するもの,4
20,20,剣,拳銃,殺す,1,剣[SEP]拳銃[SEP]殺す,4
21,21,剣,拳銃,殺す能力がある,1,剣[SEP]拳銃[SEP]殺す能力がある,4
22,22,剣,拳銃,身を守るもの,1,剣[SEP]拳銃[SEP]身を守るもの,4
23,23,剣,拳銃,凶器,1,剣[SEP]拳銃[SEP]凶器,4
24,24,剣,拳銃,他者を威嚇する,1,剣[SEP]拳銃[SEP]他者を威嚇する,4
25,25,剣,拳銃,取り扱いが危険,1,剣[SEP]拳銃[SEP]取り扱いが危険,4
26,26,剣,拳銃,登ることができる,0,剣[SEP]拳銃[SEP]登ることができる,4
27,27,剣,拳銃,進むのが困難,0,剣[SEP]拳銃[SEP]進むのが困難,4
28,28,剣,拳銃,行き先を塞ぐ,0,剣[SEP]拳銃[SEP]行き先を塞ぐ,4
29,29,剣,拳銃,平たい,0,剣[SEP]拳銃[SEP]平たい,4
30,30,剣,拳銃,隔てる,0,剣[SEP]拳銃[SEP]隔てる,4
31,31,剣,拳銃,頂点がある,0,剣[SEP]拳銃[SEP]頂点がある,4
32,32,みかん,ボール,円形,2,みかん[SEP]ボール[SEP]円形,4
33,33,みかん,ボール,球形,2,みかん[SEP]ボール[SEP]球形,4
34,34,みかん,ボール,球状,2,みかん[SEP]ボール[SEP]球状,4
35,35,みかん,ボール,球体,2,みかん[SEP]ボール[SEP]球体,4
36,36,みかん,ボール,丸い,1,みかん[SEP]ボール[SEP]丸い,4
37,37,みかん,ボール,縁がない,1,みかん[SEP]ボール[SEP]縁がない,4
38,38,みかん,ボール,大きさが似ている,1,みかん[SEP]ボール[SEP]大きさが似ている,4
39,39,みかん,ボール,形が似ている,1,みかん[SEP]ボール[SEP]形が似ている,4
40,40,みかん,ボール,転がる,1,みかん[SEP]ボール[SEP]転がる,4
41,41,みかん,ボール,手で持てる,1,みかん[SEP]ボール[SEP]手で持てる,4
42,42,みかん,ボール,真ん中に空白がある,0,みかん[SEP]ボール[SEP]真ん中に空白がある,4
43,43,みかん,ボール,硬い,0,みかん[SEP]ボール[SEP]硬い,4
44,44,みかん,ボール,2つの要素を合わせる,0,みかん[SEP]ボール[SEP]2つの要素を合わせる,4
45,45,みかん,ボール,探求する,0,みかん[SEP]ボール[SEP]探求する,4
46,46,みかん,ボール,人々が出逢う建物,0,みかん[SEP]ボール[SEP]人々が出逢う建物,4
47,47,太陽,電球,光を放つ,2,太陽[SEP]電球[SEP]光を放つ,4
48,48,太陽,電球,光を放出する,2,太陽[SEP]電球[SEP]光を放出する,4
49,49,太陽,電球,光を発する,2,太陽[SEP]電球[SEP]光を発する,4
50,50,太陽,電球,光をもたらす,2,太陽[SEP]電球[SEP]光をもたらす,4
51,51,太陽,電球,照らす,2,太陽[SEP]電球[SEP]照らす,4
52,52,太陽,電球,光源,2,太陽[SEP]電球[SEP]光源,4
53,53,太陽,電球,明かりとなるところ,2,太陽[SEP]電球[SEP]明かりとなるところ,4
54,54,太陽,電球,明るい,1,太陽[SEP]電球[SEP]明るい,4
55,55,太陽,電球,明るさを提供する,1,太陽[SEP]電球[SEP]明るさを提供する,4
56,56,太陽,電球,明るくできる,1,太陽[SEP]電球[SEP]明るくできる,4
57,57,太陽,電球,光り輝いている,1,太陽[SEP]電球[SEP]光り輝いている,4
58,58,太陽,電球,輝いている,1,太陽[SEP]電球[SEP]輝いている,4
59,59,太陽,電球,眩しい,1,太陽[SEP]電球[SEP]眩しい,4
60,60,太陽,電球,熱を持つ,1,太陽[SEP]電球[SEP]熱を持つ,4
61,61,太陽,電球,人々が出逢う建物,0,太陽[SEP]電球[SEP]人々が出逢う建物,4
62,62,太陽,電球,手繰り寄せる,0,太陽[SEP]電球[SEP]手繰り寄せる,4
63,63,太陽,電球,輝かしい,0,太陽[SEP]電球[SEP]輝かしい,4
64,64,太陽,電球,永遠だ,0,太陽[SEP]電球[SEP]永遠だ,4
65,65,太陽,電球,頭を使って解決できる,0,太陽[SEP]電球[SEP]頭を使って解決できる,4
66,66,太陽,電球,溺れることがある,0,太陽[SEP]電球[SEP]溺れることがある,4
67,67,太陽,電球,資産ができる,0,太陽[SEP]電球[SEP]資産ができる,4
68,68,紙,葉っぱ,平坦なシート,2,紙[SEP]葉っぱ[SEP]平坦なシート,4
69,69,紙,葉っぱ,薄いシート,2,紙[SEP]葉っぱ[SEP]薄いシート,4
70,70,紙,葉っぱ,植物,2,紙[SEP]葉っぱ[SEP]植物,4
71,71,紙,葉っぱ,木製,2,紙[SEP]葉っぱ[SEP]木製,4
72,72,紙,葉っぱ,木からできている,2,紙[SEP]葉っぱ[SEP]木からできている,4
73,73,紙,葉っぱ,食物繊維でできている,2,紙[SEP]葉っぱ[SEP]食物繊維でできている,4
74,74,紙,葉っぱ,セルロースでできている,2,紙[SEP]葉っぱ[SEP]セルロースでできている,4
75,75,紙,葉っぱ,引き裂ける,1,紙[SEP]葉っぱ[SEP]引き裂ける,4
76,76,紙,葉っぱ,千切れる,1,紙[SEP]葉っぱ[SEP]千切れる,4
77,77,紙,葉っぱ,折れ曲がる,1,紙[SEP]葉っぱ[SEP]折れ曲がる,4
78,78,紙,葉っぱ,ものを包める,1,紙[SEP]葉っぱ[SEP]ものを包める,4
79,79,紙,葉っぱ,軽い,1,紙[SEP]葉っぱ[SEP]軽い,4
80,80,紙,葉っぱ,脆い,1,紙[SEP]葉っぱ[SEP]脆い,4
81,81,紙,葉っぱ,薄い,1,紙[SEP]葉っぱ[SEP]薄い,4
82,82,紙,葉っぱ,平たい,1,紙[SEP]葉っぱ[SEP]平たい,4
83,83,紙,葉っぱ,燃えやすい,1,紙[SEP]葉っぱ[SEP]燃えやすい,4
84,84,紙,葉っぱ,書き込むことができる,1,紙[SEP]葉っぱ[SEP]書き込むことができる,4
85,85,紙,葉っぱ,連絡手段になる,1,紙[SEP]葉っぱ[SEP]連絡手段になる,4
86,86,紙,葉っぱ,トーラスに似ている,0,紙[SEP]葉っぱ[SEP]トーラスに似ている,4
87,87,紙,葉っぱ,説教する人がいる,0,紙[SEP]葉っぱ[SEP]説教する人がいる,4
88,88,紙,葉っぱ,眩しい,0,紙[SEP]葉っぱ[SEP]眩しい,4
89,89,紙,葉っぱ,どこかにつながっている,0,紙[SEP]葉っぱ[SEP]どこかにつながっている,4
90,90,紙,葉っぱ,引っかかる,0,紙[SEP]葉っぱ[SEP]引っかかる,4
91,91,紙,葉っぱ,張り巡らされている,0,紙[SEP]葉っぱ[SEP]張り巡らされている,4
92,92,紙,葉っぱ,どちらも羽がある,0,紙[SEP]葉っぱ[SEP]どちらも羽がある,4
93,93,紙,葉っぱ,貴重だ,0,紙[SEP]葉っぱ[SEP]貴重だ,4
94,94,紙,葉っぱ,依存性がある,0,紙[SEP]葉っぱ[SEP]依存性がある,4
95,95,山頂,針,先端が尖っている,2,山頂[SEP]針[SEP]先端が尖っている,4
96,96,山頂,針,尖っている,2,山頂[SEP]針[SEP]尖っている,4
97,97,山頂,針,先のとがっている,2,山頂[SEP]針[SEP]先のとがっている,4
98,98,山頂,針,凸型,2,山頂[SEP]針[SEP]凸型,4
99,99,山頂,針,とがり,2,山頂[SEP]針[SEP]とがり,4
100,100,山頂,針,鋭い,1,山頂[SEP]針[SEP]鋭い,4
101,101,山頂,針,棒状,1,山頂[SEP]針[SEP]棒状,4
102,102,山頂,針,突くことができる,1,山頂[SEP]針[SEP]突くことができる,4
103,103,山頂,針,先端が細い,1,山頂[SEP]針[SEP]先端が細い,4
104,104,山頂,針,頂点がある,1,山頂[SEP]針[SEP]頂点がある,4
105,105,山頂,針,建物,0,山頂[SEP]針[SEP]建物,4
106,106,山頂,針,飛ぶことができる,0,山頂[SEP]針[SEP]飛ぶことができる,4
107,107,山頂,針,飛ぶ,0,山頂[SEP]針[SEP]飛ぶ,4
108,108,山頂,針,継続的に通り過ぎる,0,山頂[SEP]針[SEP]継続的に通り過ぎる,4
109,109,山頂,針,続く,0,山頂[SEP]針[SEP]続く,4
110,110,道,川,交通路,2,道[SEP]川[SEP]交通路,4
111,111,道,川,小道,2,道[SEP]川[SEP]小道,4
112,112,道,川,移動できる,2,道[SEP]川[SEP]移動できる,4
113,113,道,川,進むことができる,2,道[SEP]川[SEP]進むことができる,4
114,114,道,川,渡ることができる,2,道[SEP]川[SEP]渡ることができる,4
115,115,道,川,ものを運ぶことができる,2,道[SEP]川[SEP]ものを運ぶことができる,4
116,116,道,川,交通手段,2,道[SEP]川[SEP]交通手段,4
117,117,道,川,動脈,2,道[SEP]川[SEP]動脈,4
118,118,道,川,どちらも流れる,1,道[SEP]川[SEP]どちらも流れる,4
119,119,道,川,連続する,1,道[SEP]川[SEP]連続する,4
120,120,道,川,続いている,1,道[SEP]川[SEP]続いている,4
121,121,道,川,長く続く,1,道[SEP]川[SEP]長く続く,4
122,122,道,川,長くて細い,1,道[SEP]川[SEP]長くて細い,4
123,123,道,川,どこかにつながっている,1,道[SEP]川[SEP]どこかにつながっている,4
124,124,道,川,筋になっている,1,道[SEP]川[SEP]筋になっている,4
